Family,Source,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF00002,MAFFT,RF00002_mafft.fasta,0.575770,0.166733,0.257497,0.289514,0.834456,0.912930,0.710222,0.483926,205
RF00003,MAFFT,RF00003_mafft.fasta,0.606946,0.192463,0.200591,0.208493,0.675960,0.854244,0.665693,0.515449,203
RF00004,MAFFT,RF00004_mafft.fasta,0.382530,0.158608,0.458862,-0.079528,0.752943,0.763058,0.740921,0.296541,352
RF00005,MAFFT,RF00005_mafft.fasta,0.150655,0.121266,0.728079,-0.151106,0.686146,0.325752,0.762807,0.103587,270
RF00006,MAFFT,RF00006_mafft.fasta,0.359803,0.165882,0.474315,0.049574,0.851349,0.900855,0.769849,0.279427,192
RF00007,MAFFT,RF00007_mafft.fasta,0.465169,0.161918,0.372913,0.098110,0.832237,0.810313,0.752079,0.363341,257
RF00008,MAFFT,RF00008_mafft.fasta,0.506162,0.150140,0.343697,0.346989,0.918699,0.879330,0.756768,0.412282,84
RF00009,MAFFT,RF00009_mafft.fasta,0.219299,0.116133,0.664569,0.121321,0.857141,0.714866,0.833839,0.143225,935
RF00010,MAFFT,RF00010_mafft.fasta,0.192365,0.085724,0.721910,-0.025812,0.779747,0.713851,0.833364,0.148178,1368
RF00011,MAFFT,RF00011_mafft.fasta,0.466761,0.160485,0.372754,0.139409,0.796606,0.860917,0.741124,0.394967,586
RF00012,MAFFT,RF00012_mafft.fasta,0.562696,0.228884,0.208420,-0.040692,0.813368,0.863796,0.685634,0.443454,264
RF00013,MAFFT,RF00013_mafft.fasta,0.358662,0.274343,0.366995,-0.286719,0.690137,0.671263,0.621932,0.253590,284
RF00014,MAFFT,RF00014_mafft.fasta,0.908046,0.075862,0.016092,0.762902,1.000000,0.978375,0.848837,0.842529,87
RF00015,MAFFT,RF00015_mafft.fasta,0.349930,0.153047,0.497023,0.017677,0.803098,0.825584,0.772812,0.272110,286
RF00016,MAFFT,RF00016_mafft.fasta,0.588740,0.153244,0.258016,0.320599,0.857660,0.803357,0.754880,0.456683,149
RF00017,MAFFT,RF00017_mafft.fasta,0.701253,0.191906,0.106841,0.269236,0.839206,0.920155,0.694492,0.603452,328
RF00018,MAFFT,RF00018_mafft.fasta,0.654861,0.165325,0.179814,0.358408,0.857880,0.909428,0.729580,0.558949,425
RF00019,MAFFT,RF00019_mafft.fasta,0.556677,0.148768,0.294556,0.355970,0.758743,0.835817,0.666667,0.451129,142
RF00020,MAFFT,RF00020_mafft.fasta,0.303279,0.163591,0.533130,0.171761,0.760104,0.755559,0.741609,0.235670,251
RF00021,MAFFT,RF00021_mafft.fasta,0.720939,0.126846,0.152215,0.568331,0.620856,0.915619,0.750953,0.649586,139
RF00022,MAFFT,RF00022_mafft.fasta,0.545455,0.162264,0.292282,0.311933,0.841110,0.875357,0.724366,0.422240,286
RF00023,MAFFT,RF00023_mafft.fasta,0.201573,0.114944,0.683483,-0.062405,0.767483,0.572857,0.807221,0.132481,1131
RF00024,MAFFT,RF00024_mafft.fasta,0.446778,0.161497,0.391726,0.195508,0.856324,0.842765,0.755202,0.336252,731
RF00025,MAFFT,RF00025_mafft.fasta,0.443582,0.186680,0.369738,0.232310,0.869375,0.812196,0.737143,0.300000,276
RF00026,MAFFT,RF00026_mafft.fasta,0.386248,0.102386,0.511367,0.216422,0.781930,0.835301,0.790193,0.321760,219
RF00027,MAFFT,RF00027_mafft.fasta,0.634440,0.197266,0.168294,0.210947,0.693724,0.905526,0.687500,0.533802,96
RF00028,MAFFT,RF00028_mafft.fasta,0.338810,0.182381,0.478810,0.200278,0.927783,0.623825,0.753934,0.181623,700
RF00029,MAFFT,RF00029_mafft.fasta,0.287595,0.169151,0.543254,-0.059129,0.872008,0.678130,0.770444,0.201668,194
RF00030,MAFFT,RF00030_mafft.fasta,0.219915,0.123056,0.657029,0.084260,0.904327,0.749293,0.840602,0.138498,937
RF00031,MAFFT,RF00031_mafft.fasta,0.399102,0.368267,0.232631,-0.441998,0.704574,0.529450,0.590559,0.300969,84
RF00032,MAFFT,RF00032_mafft.fasta,0.559583,0.364583,0.075833,-0.252863,0.940851,0.873544,0.611915,0.439439,48
RF00033,MAFFT,RF00033_mafft.fasta,0.893617,0.085106,0.021277,0.729305,1.000000,0.989727,0.884409,0.792553,94
RF00034,MAFFT,RF00034_mafft.fasta,0.720648,0.228070,0.051282,0.246384,0.757860,0.901518,0.674609,0.620783,114
RF00035,MAFFT,RF00035_mafft.fasta,0.894737,0.066667,0.038596,0.838175,1.000000,0.987192,0.897345,0.837719,114
RF00036,MAFFT,RF00036_mafft.fasta,0.974796,0.018416,0.006787,0.912666,0.814286,0.995327,0.961107,0.961256,340
RF00037,MAFFT,RF00037_mafft.fasta,0.797519,0.154630,0.047851,0.398032,0.466599,0.911765,0.736339,0.727514,37
RF00038,MAFFT,RF00038_mafft.fasta,0.875421,0.096970,0.027609,0.705273,0.914039,0.980270,0.841927,0.823973,135
RF00039,MAFFT,RF00039_mafft.fasta,0.788889,0.162963,0.048148,0.497187,0.850000,0.972025,0.803774,0.650000,54
RF00040,MAFFT,RF00040_mafft.fasta,0.645685,0.175376,0.178939,0.440418,0.961121,0.869115,0.722222,0.497546,421
RF00041,MAFFT,RF00041_mafft.fasta,0.806083,0.083942,0.109976,0.657317,0.810205,0.947496,0.830270,0.755883,137
RF00042,MAFFT,RF00042_mafft.fasta,0.831735,0.136588,0.031677,0.531887,0.246681,0.953725,0.779965,0.770835,93
RF00043,MAFFT,RF00043_mafft.fasta,0.814145,0.149671,0.036184,0.506248,0.846401,0.924730,0.791667,0.717575,76
RF00044,MAFFT,RF00044_mafft.fasta,0.976667,0.008333,0.015000,0.965285,1.000000,0.993010,0.986555,0.963333,120
RF00045,MAFFT,RF00045_mafft.fasta,0.588375,0.132481,0.279144,0.425305,0.811071,0.832567,0.688041,0.494239,281
RF00046,MAFFT,RF00046_mafft.fasta,0.930556,0.067708,0.001736,0.748118,0.000000,1.000000,0.929825,0.867361,96
RF00047,MAFFT,RF00047_mafft.fasta,0.644665,0.239828,0.115506,0.029048,0.627037,0.906213,0.670101,0.552639,79
RF00048,MAFFT,RF00048_mafft.fasta,0.858314,0.141686,0.000000,0.560441,0.000000,0.970797,0.802083,0.817160,61
RF00049,MAFFT,RF00049_mafft.fasta,0.575136,0.211252,0.213612,0.095066,0.690515,0.790342,0.658291,0.466870,95
RF00050,MAFFT,RF00050_mafft.fasta,0.381627,0.137431,0.480942,0.214030,0.883433,0.908137,0.816302,0.329511,262
RF00051,MAFFT,RF00051_mafft.fasta,0.596940,0.215199,0.187862,0.026249,0.697451,0.854316,0.666368,0.496080,92
RF00052,MAFFT,RF00052_mafft.fasta,0.785417,0.162500,0.052083,0.502349,1.000000,0.932076,0.789030,0.650833,80
RF00053,MAFFT,RF00053_mafft.fasta,0.608809,0.208630,0.182561,0.057298,0.743009,0.874913,0.719697,0.510781,102
RF00054,MAFFT,RF00054_mafft.fasta,0.734929,0.143617,0.121454,0.525673,0.927816,0.906388,0.786738,0.607350,94
RF00055,MAFFT,RF00055_mafft.fasta,0.610043,0.232906,0.157051,0.193930,0.809436,0.840656,0.662352,0.453526,104
RF00056,MAFFT,RF00056_mafft.fasta,0.813571,0.129643,0.056786,0.442579,0.718711,0.961424,0.751259,0.728223,140
RF00057,MAFFT,RF00057_mafft.fasta,0.767650,0.129083,0.103267,0.449634,0.635274,0.928868,0.809829,0.679199,73
RF00058,MAFFT,RF00058_mafft.fasta,0.904624,0.070809,0.024566,0.776828,0.777778,0.966571,0.872093,0.833333,173
RF00059,MAFFT,RF00059_mafft.fasta,0.241819,0.134161,0.624020,0.039720,0.823339,0.711512,0.785790,0.184654,282
RF00060,MAFFT,RF00060_mafft.fasta,0.844444,0.118519,0.037037,0.656075,1.000000,0.917889,0.763060,0.740741,135
RF00061,MAFFT,RF00061_mafft.fasta,0.893808,0.035479,0.070713,0.848454,0.970950,0.986334,0.931108,0.843177,356
RF00062,MAFFT,RF00062_mafft.fasta,0.655294,0.135294,0.209412,0.580764,0.980412,0.941870,0.786982,0.501176,170
RF00063,MAFFT,RF00063_mafft.fasta,0.814433,0.177320,0.008247,0.492962,0.000000,0.936093,0.783333,0.704124,97
RF00064,MAFFT,RF00064_mafft.fasta,0.749831,0.181695,0.068475,0.435532,0.950902,0.945108,0.748299,0.603390,295
RF00065,MAFFT,RF00065_mafft.fasta,0.872180,0.088722,0.039098,0.728958,0.731650,0.954601,0.846970,0.803759,133
RF00066,MAFFT,RF00066_mafft.fasta,0.663988,0.216071,0.119940,0.120612,0.770786,0.912465,0.718599,0.543693,70
RF00067,MAFFT,RF00067_mafft.fasta,0.645674,0.238773,0.115553,0.194440,0.839987,0.871775,0.669421,0.523220,166
RF00068,MAFFT,RF00068_mafft.fasta,0.785567,0.169072,0.045361,0.486873,0.942308,0.932266,0.747917,0.651546,97
RF00069,MAFFT,RF00069_mafft.fasta,0.591737,0.172269,0.235994,0.345043,0.849031,0.832381,0.698727,0.479099,102
RF00070,MAFFT,RF00070_mafft.fasta,0.654839,0.132258,0.212903,0.579392,1.000000,0.858708,0.750000,0.528793,93
RF00071,MAFFT,RF00071_mafft.fasta,0.696092,0.115402,0.188506,0.559461,0.757602,0.910429,0.763256,0.629464,87
RF00072,MAFFT,RF00072_mafft.fasta,0.743056,0.195602,0.061343,0.370620,0.767800,0.885999,0.709790,0.612037,144
RF00073,MAFFT,RF00073_mafft.fasta,0.695192,0.160577,0.144231,0.413215,0.798462,0.874796,0.766019,0.583547,104
RF00074,MAFFT,RF00074_mafft.fasta,0.540147,0.188387,0.271467,0.124776,0.697863,0.838972,0.730479,0.478199,94
RF00075,MAFFT,RF00075_mafft.fasta,0.375555,0.183042,0.441403,-0.001967,0.932299,0.922946,0.799911,0.277340,218
RF00076,MAFFT,RF00076_mafft.fasta,0.602732,0.195023,0.202246,0.258657,0.724719,0.904713,0.714437,0.516368,97
RF00077,MAFFT,RF00077_mafft.fasta,0.905325,0.089941,0.004734,0.763943,0.000000,0.993138,0.846429,0.851479,169
RF00078,MAFFT,RF00078_mafft.fasta,0.638569,0.127956,0.233475,0.482558,0.761399,0.839901,0.727941,0.548135,97
RF00079,MAFFT,RF00079_mafft.fasta,0.730487,0.154729,0.114784,0.458911,0.811250,0.946121,0.750000,0.653548,99
RF00080,MAFFT,RF00080_mafft.fasta,0.474269,0.196578,0.329154,0.178828,0.855398,0.822647,0.732529,0.355062,264
RF00081,MAFFT,RF00081_mafft.fasta,0.833834,0.133133,0.033033,0.500721,0.612530,0.971130,0.804040,0.735736,111
RF00082,MAFFT,RF00082_mafft.fasta,0.724702,0.172619,0.102679,0.455132,0.876493,0.937590,0.727001,0.601438,192
RF00083,MAFFT,RF00083_mafft.fasta,0.729776,0.119143,0.151081,0.548955,0.840608,0.936635,0.764977,0.650143,249
RF00084,MAFFT,RF00084_mafft.fasta,0.872093,0.112403,0.015504,0.684178,1.000000,0.937929,0.820039,0.784238,258
RF00085,MAFFT,RF00085_mafft.fasta,0.743750,0.120455,0.135795,0.483477,0.867970,0.914550,0.748276,0.653230,88
RF00086,MAFFT,RF00086_mafft.fasta,0.734940,0.137048,0.128012,0.528416,0.742233,0.887609,0.728659,0.626076,83
RF00087,MAFFT,RF00087_mafft.fasta,0.819853,0.116912,0.063235,0.544243,0.601626,0.955250,0.789278,0.744210,80
RF00088,MAFFT,RF00088_mafft.fasta,0.815132,0.101974,0.082895,0.562365,0.571561,0.951205,0.801333,0.742036,76
RF00089,MAFFT,RF00089_mafft.fasta,0.761134,0.138664,0.100202,0.404815,0.571790,0.921337,0.742564,0.666802,76
RF00090,MAFFT,RF00090_mafft.fasta,0.789583,0.117045,0.093371,0.500098,0.723304,0.943211,0.732686,0.703969,220
RF00091,MAFFT,RF00091_mafft.fasta,0.765415,0.160524,0.074061,0.467660,0.668201,0.930581,0.711586,0.684754,166
RF00092,MAFFT,RF00092_mafft.fasta,0.841667,0.112037,0.046296,0.607332,0.808947,0.945142,0.786381,0.752646,135
RF00093,MAFFT,RF00093_mafft.fasta,0.575243,0.151699,0.273058,0.308950,0.817308,0.851780,0.770833,0.462460,103
RF00094,MAFFT,RF00094_mafft.fasta,0.678341,0.189247,0.132412,0.464495,0.639411,0.885363,0.700682,0.615361,105
RF00095,MAFFT,RF00095_mafft.fasta,0.617143,0.273016,0.109841,0.021312,0.756142,0.799558,0.630968,0.521058,63
RF00096,MAFFT,RF00096_mafft.fasta,0.645230,0.183614,0.171156,0.184409,0.592507,0.876413,0.639300,0.536147,162
RF00097,MAFFT,RF00097_mafft.fasta,0.889259,0.101111,0.009630,0.518128,0.000000,0.995653,0.840374,0.811296,108
RF00099,MAFFT,RF00099_mafft.fasta,0.762380,0.117026,0.120594,0.485810,0.540414,0.942182,0.699626,0.684857,143
RF00100,MAFFT,RF00100_mafft.fasta,0.730064,0.077239,0.192698,0.544509,0.850101,0.951494,0.832743,0.644251,399
RF00101,MAFFT,RF00101_mafft.fasta,0.860324,0.100202,0.039474,0.717173,1.000000,0.961224,0.830362,0.822790,152
RF00102,MAFFT,RF00102_mafft.fasta,0.576745,0.194712,0.228543,0.218252,0.786893,0.864222,0.657005,0.461559,208
RF00103,MAFFT,RF00103_mafft.fasta,0.623226,0.203477,0.173296,0.191968,0.754113,0.873772,0.680491,0.544092,89
RF00104,MAFFT,RF00104_mafft.fasta,0.699719,0.226793,0.073488,0.236093,0.656718,0.925861,0.661325,0.614185,79
RF00105,MAFFT,RF00105_mafft.fasta,0.899926,0.061012,0.039062,0.691515,0.829087,0.989703,0.870858,0.838710,84
RF00106,MAFFT,RF00106_mafft.fasta,0.761111,0.187963,0.050926,0.442833,1.000000,0.905957,0.689720,0.670782,108
RF00107,MAFFT,RF00107_mafft.fasta,0.915612,0.065401,0.018987,0.791932,1.000000,0.965499,0.899573,0.867511,79
RF00108,MAFFT,RF00108_mafft.fasta,0.719211,0.103614,0.177176,0.541454,0.688427,0.917204,0.740699,0.656515,113
RF00109,MAFFT,RF00109_mafft.fasta,0.709211,0.152632,0.138158,0.343122,0.833815,0.918536,0.757495,0.589254,80
RF00110,MAFFT,RF00110_mafft.fasta,0.845679,0.129630,0.024691,0.574030,0.804554,0.923619,0.795312,0.765432,81
RF00111,MAFFT,RF00111_mafft.fasta,0.733690,0.151337,0.114973,0.410839,0.789655,0.947226,0.763627,0.631417,110
RF00112,MAFFT,RF00112_mafft.fasta,0.808662,0.140918,0.050420,0.541554,0.782907,0.970277,0.776471,0.735133,91
RF00113,MAFFT,RF00113_mafft.fasta,0.746835,0.188384,0.064780,0.385618,0.808926,0.940401,0.675534,0.654831,158
RF00114,MAFFT,RF00114_mafft.fasta,0.519636,0.219085,0.261279,0.092410,0.785795,0.853808,0.683815,0.430822,158
RF00115,MAFFT,RF00115_mafft.fasta,0.911458,0.085938,0.002604,0.742017,0.000000,0.969576,0.905263,0.838542,96
RF00116,MAFFT,RF00116_mafft.fasta,0.987179,0.006410,0.006410,0.979198,1.000000,1.000000,0.980519,0.977106,78
RF00117,MAFFT,RF00117_mafft.fasta,0.991491,0.008509,0.000000,0.968011,0.000000,1.000000,0.984917,0.984484,222
RF00118,MAFFT,RF00118_mafft.fasta,0.781513,0.126050,0.092437,0.584617,0.901878,0.926793,0.810235,0.689776,68
RF00119,MAFFT,RF00119_mafft.fasta,0.982278,0.017722,0.000000,0.942018,0.000000,1.000000,0.964103,0.967089,79
RF00121,MAFFT,RF00121_mafft.fasta,0.757752,0.187984,0.054264,0.406137,0.743795,0.885937,0.750977,0.654208,129
RF00122,MAFFT,RF00122_mafft.fasta,0.992982,0.005263,0.001754,0.981002,0.000000,1.000000,0.985841,0.985965,114
RF00124,MAFFT,RF00124_mafft.fasta,0.914010,0.076329,0.009662,0.794583,0.500000,0.984595,0.869903,0.866184,207
RF00125,MAFFT,RF00125_mafft.fasta,0.909859,0.076995,0.013146,0.795342,1.000000,0.992502,0.903774,0.857746,213
RF00126,MAFFT,RF00126_mafft.fasta,0.797070,0.163273,0.039657,0.489544,0.939418,0.943901,0.742294,0.697392,311
RF00127,MAFFT,RF00127_mafft.fasta,0.481766,0.229060,0.289174,-0.023200,0.806161,0.830518,0.693743,0.404655,135
RF00128,MAFFT,RF00128_mafft.fasta,0.761286,0.155267,0.083447,0.447484,0.907706,0.919615,0.736842,0.676171,172
RF00129,MAFFT,RF00129_mafft.fasta,0.794663,0.107138,0.098199,0.575528,0.870208,0.941898,0.811435,0.729445,83
RF00130,MAFFT,RF00130_mafft.fasta,0.525069,0.125624,0.349306,0.559273,0.900012,0.868040,0.804778,0.464851,115
RF00131,MAFFT,RF00131_mafft.fasta,0.625479,0.222454,0.152067,0.166310,0.676106,0.831118,0.689728,0.550421,85
RF00132,MAFFT,RF00132_mafft.fasta,0.810374,0.130952,0.058673,0.638401,0.930151,0.900441,0.807560,0.741342,98
RF00133,MAFFT,RF00133_mafft.fasta,0.564293,0.206051,0.229656,0.125075,0.560373,0.771463,0.635646,0.464323,108
RF00134,MAFFT,RF00134_mafft.fasta,0.613845,0.173895,0.212260,0.343387,0.788213,0.831278,0.681818,0.508678,109
RF00135,MAFFT,RF00135_mafft.fasta,0.901053,0.090526,0.008421,0.709613,0.000000,0.995047,0.882979,0.825263,95
RF00136,MAFFT,RF00136_mafft.fasta,0.777376,0.092459,0.130165,0.547939,0.719389,0.963631,0.818182,0.696773,88
RF00137,MAFFT,RF00137_mafft.fasta,0.866071,0.094643,0.039286,0.718199,0.849241,0.970921,0.810127,0.796429,80
RF00138,MAFFT,RF00138_mafft.fasta,0.841584,0.128713,0.029703,0.637108,0.934250,0.950761,0.814000,0.749505,101
RF00139,MAFFT,RF00139_mafft.fasta,0.836571,0.096406,0.067023,0.534575,0.714405,0.966403,0.776229,0.759401,142
RF00140,MAFFT,RF00140_mafft.fasta,0.631811,0.204527,0.163662,0.133345,0.724391,0.873687,0.704220,0.525820,128
RF00142,MAFFT,RF00142_mafft.fasta,0.832468,0.111688,0.055844,0.642584,1.000000,0.974492,0.836173,0.729004,110
RF00143,MAFFT,RF00143_mafft.fasta,0.606771,0.166956,0.226273,0.380709,0.817758,0.907350,0.769006,0.539335,96
RF00144,MAFFT,RF00144_mafft.fasta,0.799390,0.099434,0.101176,0.575165,0.832568,0.935813,0.838231,0.723734,83
RF00145,MAFFT,RF00145_mafft.fasta,0.663636,0.210227,0.126136,0.283131,0.764716,0.871896,0.726122,0.551591,80
RF00147,MAFFT,RF00147_mafft.fasta,0.618541,0.180851,0.200608,0.354670,0.869668,0.743374,0.657450,0.515431,94
RF00149,MAFFT,RF00149_mafft.fasta,0.725857,0.193925,0.080218,0.345905,0.915432,0.895786,0.719340,0.628009,107
RF00150,MAFFT,RF00150_mafft.fasta,0.742455,0.183099,0.074447,0.442800,0.774161,0.926962,0.722449,0.624413,71
RF00151,MAFFT,RF00151_mafft.fasta,0.703409,0.118182,0.178409,0.504018,0.756031,0.891268,0.779440,0.639867,80
RF00152,MAFFT,RF00152_mafft.fasta,0.740015,0.139785,0.120200,0.410904,0.729452,0.924619,0.744177,0.647807,93
RF00153,MAFFT,RF00153_mafft.fasta,0.903120,0.078818,0.018062,0.649371,0.641026,0.994623,0.850498,0.833270,87
RF00154,MAFFT,RF00154_mafft.fasta,0.796739,0.112500,0.090761,0.496956,0.717257,0.937986,0.775454,0.712747,80
RF00155,MAFFT,RF00155_mafft.fasta,0.828252,0.106294,0.065455,0.552639,0.764055,0.964233,0.795493,0.758881,143
RF00156,MAFFT,RF00156_mafft.fasta,0.749320,0.126246,0.124434,0.472293,0.762275,0.933808,0.726098,0.669335,154
RF00157,MAFFT,RF00157_mafft.fasta,0.825000,0.101744,0.073256,0.561752,0.628479,0.948563,0.777647,0.755875,86
RF00158,MAFFT,RF00158_mafft.fasta,0.773126,0.108569,0.118306,0.555398,0.624860,0.927503,0.716963,0.703875,79
RF00159,MAFFT,RF00159_mafft.fasta,0.876471,0.088235,0.035294,0.711268,1.000000,0.942628,0.831349,0.804706,85
RF00160,MAFFT,RF00160_mafft.fasta,0.782828,0.119192,0.097980,0.545583,0.913380,0.958678,0.804082,0.674523,99
RF00161,MAFFT,RF00161_mafft.fasta,0.851923,0.111538,0.036538,0.618437,0.721990,0.942767,0.800781,0.778022,65
RF00162,MAFFT,RF00162_mafft.fasta,0.256844,0.106554,0.636602,-0.108609,0.735674,0.718949,0.779161,0.207764,302
RF00163,MAFFT,RF00163_mafft.fasta,0.381579,0.070086,0.548335,0.705178,0.962353,0.849953,0.868506,0.223853,133
RF00164,MAFFT,RF00164_mafft.fasta,0.755319,0.159574,0.085106,0.496086,0.610811,0.902789,0.747712,0.710905,47
RF00165,MAFFT,RF00165_mafft.fasta,0.596154,0.309106,0.094740,-0.060847,0.475751,0.825780,0.596728,0.481168,68
RF00166,MAFFT,RF00166_mafft.fasta,0.694805,0.143579,0.161616,0.453163,0.826226,0.879188,0.698983,0.603154,154
RF00167,MAFFT,RF00167_mafft.fasta,0.589679,0.326931,0.083390,-0.109392,0.493767,0.795237,0.580948,0.497472,110
RF00168,MAFFT,RF00168_mafft.fasta,0.413499,0.273647,0.312854,-0.015528,0.837444,0.723373,0.648536,0.312382,267
RF00169,MAFFT,RF00169_mafft.fasta,0.406955,0.252756,0.340289,-0.205951,0.775241,0.754442,0.689833,0.299791,130
RF00170,MAFFT,RF00170_mafft.fasta,0.702091,0.148084,0.149826,0.515686,0.915290,0.952117,0.788360,0.594657,82
RF00171,MAFFT,RF00171_mafft.fasta,0.704094,0.143275,0.152632,0.472928,0.870121,0.940084,0.777778,0.583772,190
RF00172,MAFFT,RF00172_mafft.fasta,0.753788,0.145202,0.101010,0.493780,0.869655,0.927267,0.731801,0.638258,88
RF00173,MAFFT,RF00173_mafft.fasta,0.873077,0.111538,0.015385,0.703999,1.000000,0.980994,0.800000,0.800000,52
RF00174,MAFFT,RF00174_mafft.fasta,0.157921,0.094755,0.747324,-0.190779,0.763293,0.655346,0.833104,0.108570,798
RF00175,MAFFT,RF00175_mafft.fasta,0.830548,0.081551,0.087901,0.643809,0.378787,0.940599,0.743844,0.781786,44
RF00176,MAFFT,RF00176_mafft.fasta,0.949275,0.042271,0.008454,0.834461,0.530866,0.994836,0.936508,0.918159,92
RF00177,MAFFT,RF00177_mafft.fasta,0.634610,0.162969,0.202421,0.327835,0.867256,0.923245,0.759765,0.569874,1920
RF00178,MAFFT,RF00178_mafft.fasta,0.780702,0.108814,0.110485,0.539633,0.740237,0.927515,0.814392,0.704220,76
RF00179,MAFFT,RF00179_mafft.fasta,0.964789,0.024648,0.010563,0.906228,0.884885,1.000000,0.976786,0.934608,71
RF00180,MAFFT,RF00180_mafft.fasta,0.902287,0.085239,0.012474,0.721686,0.433013,1.000000,0.852564,0.848579,37
RF00181,MAFFT,RF00181_mafft.fasta,0.525121,0.142857,0.332022,0.361266,0.794640,0.878515,0.737212,0.429845,112
RF00182,MAFFT,RF00182_mafft.fasta,0.856061,0.125758,0.018182,0.674005,0.710557,0.926353,0.798165,0.787273,110
RF00183,MAFFT,RF00183_mafft.fasta,0.840278,0.106061,0.053662,0.559299,0.754147,0.976440,0.780612,0.747811,99
RF00184,MAFFT,RF00184_mafft.fasta,0.976852,0.023148,0.000000,0.936410,0.000000,0.990832,0.952830,0.959877,54
RF00185,MAFFT,RF00185_mafft.fasta,0.605952,0.255844,0.138203,0.137962,0.704951,0.821088,0.577436,0.489055,110
RF00186,MAFFT,RF00186_mafft.fasta,0.793327,0.088044,0.118628,0.610272,0.510818,0.928419,0.799719,0.735162,83
RF00187,MAFFT,RF00187_mafft.fasta,0.896970,0.052121,0.050909,0.801313,0.610410,0.974049,0.839066,0.847758,75
RF00188,MAFFT,RF00188_mafft.fasta,0.752950,0.108838,0.138211,0.581061,0.831622,0.924165,0.773860,0.670968,93
RF00189,MAFFT,RF00189_mafft.fasta,0.939076,0.058824,0.002101,0.812765,0.000000,1.000000,0.936034,0.901961,68
RF00190,MAFFT,RF00190_mafft.fasta,0.751264,0.151264,0.097471,0.320044,0.668483,0.947245,0.711409,0.651872,150
RF00191,MAFFT,RF00191_mafft.fasta,0.813116,0.125986,0.060897,0.486561,0.760637,0.963711,0.743672,0.723945,156
RF00192,MAFFT,RF00192_mafft.fasta,0.981818,0.018182,0.000000,0.934370,0.000000,1.000000,0.962963,0.963636,55
RF00193,MAFFT,RF00193_mafft.fasta,0.981818,0.011313,0.006869,0.964018,0.000000,0.996658,0.963909,0.972525,275
RF00194,MAFFT,RF00194_mafft.fasta,0.957108,0.025735,0.017157,0.884372,1.000000,1.000000,0.950249,0.922048,68
RF00195,MAFFT,RF00195_mafft.fasta,0.773753,0.137389,0.088859,0.526321,0.786545,0.916822,0.729339,0.687765,133
RF00196,MAFFT,RF00196_mafft.fasta,0.971429,0.028571,0.000000,0.926619,0.000000,0.985507,0.941176,0.958095,35
RF00198,MAFFT,RF00198_mafft.fasta,0.921833,0.058288,0.019879,0.786724,0.551655,0.972321,0.885034,0.893980,106
RF00199,MAFFT,RF00199_mafft.fasta,0.729894,0.143122,0.126984,0.454530,0.843869,0.908951,0.745333,0.643842,126
RF00200,MAFFT,RF00200_mafft.fasta,0.657128,0.086910,0.255962,0.693672,0.955350,0.872939,0.789305,0.588567,111
RF00201,MAFFT,RF00201_mafft.fasta,0.952795,0.044720,0.002484,0.858509,0.000000,1.000000,0.922306,0.920083,115
RF00202,MAFFT,RF00202_mafft.fasta,0.852564,0.096154,0.051282,0.771504,1.000000,0.867144,0.787879,0.794872,78
RF00203,MAFFT,RF00203_mafft.fasta,0.686343,0.144676,0.168981,0.447621,0.896218,0.914917,0.752047,0.560475,96
RF00204,MAFFT,RF00204_mafft.fasta,0.763285,0.138889,0.097826,0.552864,0.857143,0.935194,0.788767,0.671498,92
